docIdx	label
A1785	comp.sys.ibm.pc.hardware
A1786	comp.sys.ibm.pc.hardware
A1787	comp.sys.ibm.pc.hardware
A1788	comp.sys.ibm.pc.hardware
A1789	comp.sys.ibm.pc.hardware
A179	alt.atheism
A1790	comp.sys.ibm.pc.hardware
A1791	comp.sys.ibm.pc.hardware
A1792	comp.sys.ibm.pc.hardware
A1793	comp.sys.ibm.pc.hardware
A1794	comp.sys.ibm.pc.hardware
A1795	comp.sys.ibm.pc.hardware
A1796	comp.sys.ibm.pc.hardware
A1797	comp.sys.ibm.pc.hardware
A1798	comp.sys.ibm.pc.hardware
A1799	comp.sys.ibm.pc.hardware
A18	alt.atheism
A180	alt.atheism
A1800	comp.sys.ibm.pc.hardware
A1801	comp.sys.ibm.pc.hardware
A1802	comp.sys.ibm.pc.hardware
A1803	comp.sys.ibm.pc.hardware
A1804	comp.sys.ibm.pc.hardware
A1805	comp.sys.ibm.pc.hardware
A1806	comp.sys.ibm.pc.hardware
A1807	comp.sys.ibm.pc.hardware
A1808	comp.sys.ibm.pc.hardware
A1809	comp.sys.ibm.pc.hardware
A181	alt.atheism
A1810	comp.sys.ibm.pc.hardware
A1811	comp.sys.ibm.pc.hardware
A1812	comp.sys.ibm.pc.hardware
A1813	comp.sys.ibm.pc.hardware
A1814	comp.sys.ibm.pc.hardware
A1815	comp.sys.ibm.pc.hardware
A1816	comp.sys.ibm.pc.hardware
A1817	comp.sys.ibm.pc.hardware
A1818	comp.sys.ibm.pc.hardware
A1819	comp.sys.ibm.pc.hardware
A182	alt.atheism
A1820	comp.sys.ibm.pc.hardware
A1821	comp.sys.ibm.pc.hardware
A1822	comp.sys.ibm.pc.hardware
A1823	comp.sys.ibm.pc.hardware
A1824	comp.sys.ibm.pc.hardware
A1825	comp.sys.ibm.pc.hardware
A1826	comp.sys.ibm.pc.hardware
A1827	comp.sys.ibm.pc.hardware
A1828	comp.sys.ibm.pc.hardware
A1829	comp.sys.ibm.pc.hardware
A183	alt.atheism
A1830	comp.sys.ibm.pc.hardware
A1831	comp.sys.ibm.pc.hardware
A1832	comp.sys.ibm.pc.hardware
A1833	comp.sys.ibm.pc.hardware
A1834	comp.sys.ibm.pc.hardware
A1835	comp.sys.ibm.pc.hardware
A1836	comp.sys.ibm.pc.hardware
A1837	comp.sys.ibm.pc.hardware
A1838	comp.sys.ibm.pc.hardware
A1839	comp.sys.ibm.pc.hardware
A184	alt.atheism
A1840	comp.sys.ibm.pc.hardware
A1841	comp.sys.ibm.pc.hardware
A1842	comp.sys.ibm.pc.hardware
A1843	comp.sys.ibm.pc.hardware
A1844	comp.sys.ibm.pc.hardware
A1845	comp.sys.ibm.pc.hardware
A1846	comp.sys.ibm.pc.hardware
A1847	comp.sys.ibm.pc.hardware
A1848	comp.sys.ibm.pc.hardware
A1849	comp.sys.ibm.pc.hardware
A185	alt.atheism
A1850	comp.sys.ibm.pc.hardware
A1851	comp.sys.ibm.pc.hardware
A1852	comp.sys.ibm.pc.hardware
A1853	comp.sys.ibm.pc.hardware
A1854	comp.sys.ibm.pc.hardware
A1855	comp.sys.ibm.pc.hardware
A1856	comp.sys.ibm.pc.hardware
A1857	comp.sys.ibm.pc.hardware
A1858	comp.sys.ibm.pc.hardware
A1859	comp.sys.ibm.pc.hardware
A186	alt.atheism
A1860	comp.sys.ibm.pc.hardware
A1861	comp.sys.ibm.pc.hardware
A1862	comp.sys.ibm.pc.hardware
A1863	comp.sys.ibm.pc.hardware
A1864	comp.sys.ibm.pc.hardware
A1865	comp.sys.ibm.pc.hardware
A1866	comp.sys.ibm.pc.hardware
A1867	comp.sys.ibm.pc.hardware
A1868	comp.sys.ibm.pc.hardware
A1869	comp.sys.ibm.pc.hardware
A187	alt.atheism
A1870	comp.sys.ibm.pc.hardware
A1871	comp.sys.ibm.pc.hardware
A1872	comp.sys.ibm.pc.hardware
A1873	comp.sys.ibm.pc.hardware
A1874	comp.sys.ibm.pc.hardware
A1875	comp.sys.ibm.pc.hardware
A1876	comp.sys.ibm.pc.hardware
A1877	comp.sys.ibm.pc.hardware
A1878	comp.sys.ibm.pc.hardware
A1879	comp.sys.ibm.pc.hardware
A188	alt.atheism
A1880	comp.sys.ibm.pc.hardware
A1881	comp.sys.ibm.pc.hardware
A1882	comp.sys.ibm.pc.hardware
A1883	comp.sys.ibm.pc.hardware
A1884	comp.sys.ibm.pc.hardware
A1885	comp.sys.ibm.pc.hardware
A1886	comp.sys.ibm.pc.hardware
A1887	comp.sys.ibm.pc.hardware
A1888	comp.sys.ibm.pc.hardware
A1889	comp.sys.ibm.pc.hardware
A189	alt.atheism
A1890	comp.sys.ibm.pc.hardware
A1891	comp.sys.ibm.pc.hardware
A1892	comp.sys.ibm.pc.hardware
A1893	comp.sys.ibm.pc.hardware
A1894	comp.sys.ibm.pc.hardware
A1895	comp.sys.ibm.pc.hardware
A1896	comp.sys.ibm.pc.hardware
A1897	comp.sys.ibm.pc.hardware
A1898	comp.sys.ibm.pc.hardware
A1899	comp.sys.ibm.pc.hardware
A19	alt.atheism
A190	alt.atheism
A1900	comp.sys.ibm.pc.hardware
A1901	comp.sys.ibm.pc.hardware
A1902	comp.sys.ibm.pc.hardware
A1903	comp.sys.ibm.pc.hardware
A1904	comp.sys.ibm.pc.hardware
A1905	comp.sys.ibm.pc.hardware
A1906	comp.sys.ibm.pc.hardware
A1907	comp.sys.ibm.pc.hardware
A1908	comp.sys.ibm.pc.hardware
A1909	comp.sys.ibm.pc.hardware
A191	alt.atheism
A1910	comp.sys.ibm.pc.hardware
A1911	comp.sys.ibm.pc.hardware
A1912	comp.sys.ibm.pc.hardware
A1913	comp.sys.ibm.pc.hardware
A1914	comp.sys.ibm.pc.hardware
A1915	comp.sys.ibm.pc.hardware
A1916	comp.sys.ibm.pc.hardware
A1917	comp.sys.ibm.pc.hardware
A1918	comp.sys.ibm.pc.hardware
A1919	comp.sys.ibm.pc.hardware
A192	alt.atheism
A1920	comp.sys.ibm.pc.hardware
A1921	comp.sys.ibm.pc.hardware
A1922	comp.sys.ibm.pc.hardware
A1923	comp.sys.ibm.pc.hardware
A1924	comp.sys.ibm.pc.hardware
A1925	comp.sys.ibm.pc.hardware
A1926	comp.sys.ibm.pc.hardware
A1927	comp.sys.ibm.pc.hardware
A1928	comp.sys.ibm.pc.hardware
A1929	comp.sys.ibm.pc.hardware
A193	alt.atheism
A1930	comp.sys.ibm.pc.hardware
A1931	comp.sys.ibm.pc.hardware
A1932	comp.sys.ibm.pc.hardware
A1933	comp.sys.ibm.pc.hardware
A1934	comp.sys.ibm.pc.hardware
A1935	comp.sys.ibm.pc.hardware
A1936	comp.sys.ibm.pc.hardware
A1937	comp.sys.ibm.pc.hardware
A1938	comp.sys.ibm.pc.hardware
A1939	comp.sys.ibm.pc.hardware
A194	alt.atheism
A1940	comp.sys.ibm.pc.hardware
A1941	comp.sys.ibm.pc.hardware
A1942	comp.sys.ibm.pc.hardware
A1943	comp.sys.ibm.pc.hardware
A1944	comp.sys.ibm.pc.hardware
A1945	comp.sys.ibm.pc.hardware
A1946	comp.sys.ibm.pc.hardware
A1947	comp.sys.ibm.pc.hardware
A1948	comp.sys.ibm.pc.hardware
A1949	comp.sys.ibm.pc.hardware
A195	alt.atheism
A1950	comp.sys.ibm.pc.hardware
A1951	comp.sys.ibm.pc.hardware
A1952	comp.sys.ibm.pc.hardware
A1953	comp.sys.ibm.pc.hardware
A1954	comp.sys.ibm.pc.hardware
A1955	comp.sys.ibm.pc.hardware
A1956	comp.sys.ibm.pc.hardware
A1957	comp.sys.ibm.pc.hardware
A1958	comp.sys.ibm.pc.hardware
A1959	comp.sys.ibm.pc.hardware
A196	alt.atheism
A1960	comp.sys.ibm.pc.hardware
A1961	comp.sys.ibm.pc.hardware
A1962	comp.sys.ibm.pc.hardware
A1963	comp.sys.ibm.pc.hardware
A1964	comp.sys.ibm.pc.hardware
A1965	comp.sys.ibm.pc.hardware
A1966	comp.sys.ibm.pc.hardware
A1967	comp.sys.ibm.pc.hardware
A1968	comp.sys.ibm.pc.hardware
A1969	comp.sys.ibm.pc.hardware
A197	alt.atheism
A1970	comp.sys.ibm.pc.hardware
A1971	comp.sys.ibm.pc.hardware
A1972	comp.sys.ibm.pc.hardware
A1973	comp.sys.ibm.pc.hardware
A1974	comp.sys.ibm.pc.hardware
A1975	comp.sys.ibm.pc.hardware
A1976	comp.sys.ibm.pc.hardware
A1977	comp.sys.ibm.pc.hardware
A1978	comp.sys.ibm.pc.hardware
A1979	comp.sys.ibm.pc.hardware
A198	alt.atheism
A1980	comp.sys.ibm.pc.hardware
A1981	comp.sys.ibm.pc.hardware
A1982	comp.sys.ibm.pc.hardware
A1983	comp.sys.ibm.pc.hardware
A1984	comp.sys.ibm.pc.hardware
A1985	comp.sys.ibm.pc.hardware
A1986	comp.sys.ibm.pc.hardware
A1987	comp.sys.ibm.pc.hardware
A1988	comp.sys.ibm.pc.hardware
A1989	comp.sys.ibm.pc.hardware
A199	alt.atheism
A1990	comp.sys.ibm.pc.hardware
A1991	comp.sys.ibm.pc.hardware
A1992	comp.sys.ibm.pc.hardware
A1993	comp.sys.ibm.pc.hardware
A1994	comp.sys.ibm.pc.hardware
A1995	comp.sys.ibm.pc.hardware
A1996	comp.sys.ibm.pc.hardware
A1997	comp.sys.ibm.pc.hardware
A1998	comp.sys.ibm.pc.hardware
A1999	comp.sys.ibm.pc.hardware
A2	alt.atheism
A20	alt.atheism
A200	alt.atheism
A2000	comp.sys.ibm.pc.hardware
A2001	comp.sys.ibm.pc.hardware
A2002	comp.sys.ibm.pc.hardware
A2003	comp.sys.ibm.pc.hardware
A2004	comp.sys.ibm.pc.hardware
A2005	comp.sys.ibm.pc.hardware
A2006	comp.sys.ibm.pc.hardware
A2007	comp.sys.ibm.pc.hardware
A2008	comp.sys.ibm.pc.hardware
A2009	comp.sys.ibm.pc.hardware
A201	alt.atheism
A2010	comp.sys.ibm.pc.hardware
A2011	comp.sys.ibm.pc.hardware
A2012	comp.sys.ibm.pc.hardware
A2013	comp.sys.ibm.pc.hardware
A2014	comp.sys.ibm.pc.hardware
A2015	comp.sys.ibm.pc.hardware
A2016	comp.sys.ibm.pc.hardware
A2017	comp.sys.ibm.pc.hardware
A2018	comp.sys.ibm.pc.hardware
A2019	comp.sys.ibm.pc.hardware
A202	alt.atheism
A2020	comp.sys.ibm.pc.hardware
A2021	comp.sys.ibm.pc.hardware
A2022	comp.sys.ibm.pc.hardware
A2023	comp.sys.ibm.pc.hardware
A2024	comp.sys.ibm.pc.hardware
A2025	comp.sys.ibm.pc.hardware
A2026	comp.sys.ibm.pc.hardware
A2027	comp.sys.ibm.pc.hardware
A2028	comp.sys.ibm.pc.hardware
A2029	comp.sys.ibm.pc.hardware
A203	alt.atheism
A2030	comp.sys.ibm.pc.hardware
A2031	comp.sys.ibm.pc.hardware
A2032	comp.sys.ibm.pc.hardware
A2033	comp.sys.ibm.pc.hardware
A2034	comp.sys.ibm.pc.hardware
A2035	comp.sys.ibm.pc.hardware
A2036	comp.sys.ibm.pc.hardware
A2037	comp.sys.ibm.pc.hardware
A2038	comp.sys.ibm.pc.hardware
A2039	comp.sys.ibm.pc.hardware
A204	alt.atheism
A2040	comp.sys.ibm.pc.hardware
A2041	comp.sys.ibm.pc.hardware
A2042	comp.sys.ibm.pc.hardware
A2043	comp.sys.ibm.pc.hardware
A2044	comp.sys.ibm.pc.hardware
A2045	comp.sys.ibm.pc.hardware
A2046	comp.sys.ibm.pc.hardware
A2047	comp.sys.ibm.pc.hardware
A2048	comp.sys.ibm.pc.hardware
A2049	comp.sys.ibm.pc.hardware
A205	alt.atheism
A2050	comp.sys.ibm.pc.hardware
A2051	comp.sys.ibm.pc.hardware
A2052	comp.sys.ibm.pc.hardware
A2053	comp.sys.ibm.pc.hardware
A2054	comp.sys.ibm.pc.hardware
A2055	comp.sys.ibm.pc.hardware
A2056	comp.sys.ibm.pc.hardware
A2057	comp.sys.ibm.pc.hardware
A2058	comp.sys.ibm.pc.hardware
A2059	comp.sys.ibm.pc.hardware
A206	alt.atheism
A2060	comp.sys.ibm.pc.hardware
A2061	comp.sys.ibm.pc.hardware
A2062	comp.sys.ibm.pc.hardware
A2063	comp.sys.ibm.pc.hardware
A2064	comp.sys.ibm.pc.hardware
A2065	comp.sys.ibm.pc.hardware
A2066	comp.sys.ibm.pc.hardware
A2067	comp.sys.ibm.pc.hardware
A2068	comp.sys.ibm.pc.hardware
A2069	comp.sys.ibm.pc.hardware
A207	alt.atheism
A2070	comp.sys.ibm.pc.hardware
A2071	comp.sys.ibm.pc.hardware
A2072	comp.sys.ibm.pc.hardware
A2073	comp.sys.ibm.pc.hardware
A2074	comp.sys.ibm.pc.hardware
A2075	comp.sys.ibm.pc.hardware
A2076	comp.sys.ibm.pc.hardware
A2077	comp.sys.ibm.pc.hardware
A2078	comp.sys.ibm.pc.hardware
A2079	comp.sys.ibm.pc.hardware
A208	alt.atheism
A2080	comp.sys.ibm.pc.hardware
A2081	comp.sys.ibm.pc.hardware
A2082	comp.sys.ibm.pc.hardware
A2083	comp.sys.ibm.pc.hardware
A2084	comp.sys.ibm.pc.hardware
A2085	comp.sys.ibm.pc.hardware
A2086	comp.sys.ibm.pc.hardware
A2087	comp.sys.ibm.pc.hardware
A2088	comp.sys.ibm.pc.hardware
A2089	comp.sys.ibm.pc.hardware
A209	alt.atheism
A2090	comp.sys.ibm.pc.hardware
A2091	comp.sys.ibm.pc.hardware
A2092	comp.sys.ibm.pc.hardware
A2093	comp.sys.ibm.pc.hardware
A2094	comp.sys.ibm.pc.hardware
A2095	comp.sys.ibm.pc.hardware
A2096	comp.sys.ibm.pc.hardware
A2097	comp.sys.ibm.pc.hardware
A2098	comp.sys.ibm.pc.hardware
A2099	comp.sys.ibm.pc.hardware
A21	alt.atheism
A210	alt.atheism
A2100	comp.sys.ibm.pc.hardware
A2101	comp.sys.ibm.pc.hardware
A2102	comp.sys.ibm.pc.hardware
A2103	comp.sys.ibm.pc.hardware
A2104	comp.sys.ibm.pc.hardware
A2105	comp.sys.ibm.pc.hardware
A2106	comp.sys.ibm.pc.hardware
A2107	comp.sys.ibm.pc.hardware
A2108	comp.sys.ibm.pc.hardware
A2109	comp.sys.ibm.pc.hardware
A211	alt.atheism
A2110	comp.sys.ibm.pc.hardware
A2111	comp.sys.ibm.pc.hardware
A2112	comp.sys.ibm.pc.hardware
A2113	comp.sys.ibm.pc.hardware
A2114	comp.sys.ibm.pc.hardware
A2115	comp.sys.ibm.pc.hardware
A2116	comp.sys.ibm.pc.hardware
A2117	comp.sys.ibm.pc.hardware
A2118	comp.sys.ibm.pc.hardware
A2119	comp.sys.ibm.pc.hardware
A212	alt.atheism
A2120	comp.sys.ibm.pc.hardware
A2121	comp.sys.ibm.pc.hardware
A2122	comp.sys.ibm.pc.hardware
A2123	comp.sys.ibm.pc.hardware
A2124	comp.sys.ibm.pc.hardware
A2125	comp.sys.ibm.pc.hardware
A2126	comp.sys.ibm.pc.hardware
A2127	comp.sys.ibm.pc.hardware
A2128	comp.sys.ibm.pc.hardware
A2129	comp.sys.ibm.pc.hardware
A213	alt.atheism
A2130	comp.sys.ibm.pc.hardware
A2131	comp.sys.ibm.pc.hardware
A2132	comp.sys.ibm.pc.hardware
A2133	comp.sys.ibm.pc.hardware
A2134	comp.sys.ibm.pc.hardware
A2135	comp.sys.ibm.pc.hardware
A2136	comp.sys.ibm.pc.hardware
A2137	comp.sys.ibm.pc.hardware
A2138	comp.sys.ibm.pc.hardware
A2139	comp.sys.ibm.pc.hardware
A214	alt.atheism
A2140	comp.sys.ibm.pc.hardware
A2141	comp.sys.ibm.pc.hardware
A2142	comp.sys.ibm.pc.hardware
A2143	comp.sys.ibm.pc.hardware
A2144	comp.sys.ibm.pc.hardware
A2145	comp.sys.ibm.pc.hardware
A2146	comp.sys.ibm.pc.hardware
A2147	comp.sys.ibm.pc.hardware
A2148	comp.sys.ibm.pc.hardware
A2149	comp.sys.ibm.pc.hardware
A215	alt.atheism
A2150	comp.sys.ibm.pc.hardware
A2151	comp.sys.ibm.pc.hardware
A2152	comp.sys.ibm.pc.hardware
A2153	comp.sys.ibm.pc.hardware
A2154	comp.sys.ibm.pc.hardware
A2155	comp.sys.ibm.pc.hardware
A2156	comp.sys.ibm.pc.hardware
A2157	comp.sys.ibm.pc.hardware
A2158	comp.sys.ibm.pc.hardware
A2159	comp.sys.ibm.pc.hardware
A216	alt.atheism
A2160	comp.sys.ibm.pc.hardware
A2161	comp.sys.ibm.pc.hardware
A2162	comp.sys.ibm.pc.hardware
A2163	comp.sys.ibm.pc.hardware
A2164	comp.sys.ibm.pc.hardware
A2165	comp.sys.ibm.pc.hardware
A2166	comp.sys.ibm.pc.hardware
A2167	comp.sys.ibm.pc.hardware
A2168	comp.sys.ibm.pc.hardware
A2169	comp.sys.ibm.pc.hardware
A217	alt.atheism
A2170	comp.sys.ibm.pc.hardware
A2171	comp.sys.ibm.pc.hardware
A2172	comp.sys.ibm.pc.hardware
A2173	comp.sys.ibm.pc.hardware
A2174	comp.sys.ibm.pc.hardware
A2175	comp.sys.ibm.pc.hardware
A2176	comp.sys.ibm.pc.hardware
A2177	comp.sys.ibm.pc.hardware
A2178	comp.sys.ibm.pc.hardware
A2179	comp.sys.ibm.pc.hardware
A218	alt.atheism
A2180	comp.sys.ibm.pc.hardware
A2181	comp.sys.ibm.pc.hardware
A2182	comp.sys.ibm.pc.hardware
A2183	comp.sys.ibm.pc.hardware
A2184	comp.sys.ibm.pc.hardware
A2185	comp.sys.ibm.pc.hardware
A2186	comp.sys.ibm.pc.hardware
A2187	comp.sys.ibm.pc.hardware
A2188	comp.sys.ibm.pc.hardware
A2189	comp.sys.ibm.pc.hardware
A219	alt.atheism
A2190	comp.sys.ibm.pc.hardware
A2191	comp.sys.ibm.pc.hardware
A2192	comp.sys.ibm.pc.hardware
A2193	comp.sys.ibm.pc.hardware
A2194	comp.sys.ibm.pc.hardware
A2195	comp.sys.ibm.pc.hardware
A2196	comp.sys.ibm.pc.hardware
A2197	comp.sys.ibm.pc.hardware
A2198	comp.sys.ibm.pc.hardware
A2199	comp.sys.ibm.pc.hardware
A22	alt.atheism
A220	alt.atheism
A2200	comp.sys.ibm.pc.hardware
A2201	comp.sys.ibm.pc.hardware
A2202	comp.sys.ibm.pc.hardware
A2203	comp.sys.ibm.pc.hardware
A2204	comp.sys.ibm.pc.hardware
A2205	comp.sys.ibm.pc.hardware
A2206	comp.sys.ibm.pc.hardware
A2207	comp.sys.ibm.pc.hardware
A2208	comp.sys.ibm.pc.hardware
A2209	comp.sys.ibm.pc.hardware
A221	alt.atheism
A2210	comp.sys.ibm.pc.hardware
A2211	comp.sys.ibm.pc.hardware
A2212	comp.sys.ibm.pc.hardware
A2213	comp.sys.ibm.pc.hardware
A2214	comp.sys.ibm.pc.hardware
A2215	comp.sys.ibm.pc.hardware
A2216	comp.sys.ibm.pc.hardware
A2217	comp.sys.ibm.pc.hardware
A2218	comp.sys.ibm.pc.hardware
A2219	comp.sys.ibm.pc.hardware
A222	alt.atheism
A2220	comp.sys.ibm.pc.hardware
A2221	comp.sys.mac.hardware
A2222	comp.sys.mac.hardware
A2223	comp.sys.mac.hardware
A2224	comp.sys.mac.hardware
A2225	comp.sys.mac.hardware
A2226	comp.sys.mac.hardware
A2227	comp.sys.mac.hardware
A2228	comp.sys.mac.hardware
A2229	comp.sys.mac.hardware
A223	alt.atheism
A2230	comp.sys.mac.hardware
A2231	comp.sys.mac.hardware
A2232	comp.sys.mac.hardware
A2233	comp.sys.mac.hardware
A2234	comp.sys.mac.hardware
A2235	comp.sys.mac.hardware
A2236	comp.sys.mac.hardware
A2237	comp.sys.mac.hardware
A2238	comp.sys.mac.hardware
A2239	comp.sys.mac.hardware
A224	alt.atheism
A2240	comp.sys.mac.hardware
A2241	comp.sys.mac.hardware
A2242	comp.sys.mac.hardware
A2243	comp.sys.mac.hardware
A2244	comp.sys.mac.hardware
A2245	comp.sys.mac.hardware
A2246	comp.sys.mac.hardware
A2247	comp.sys.mac.hardware
A2248	comp.sys.mac.hardware
A2249	comp.sys.mac.hardware
A225	alt.atheism
A2250	comp.sys.mac.hardware
A2251	comp.sys.mac.hardware
A2252	comp.sys.mac.hardware
A2253	comp.sys.mac.hardware
A2254	comp.sys.mac.hardware
A2255	comp.sys.mac.hardware
A2256	comp.sys.mac.hardware
A2257	comp.sys.mac.hardware
A2258	comp.sys.mac.hardware
A2259	comp.sys.mac.hardware
A226	alt.atheism
A2260	comp.sys.mac.hardware
A2261	comp.sys.mac.hardware
A2262	comp.sys.mac.hardware
A2263	comp.sys.mac.hardware
A2264	comp.sys.mac.hardware
A2265	comp.sys.mac.hardware
A2266	comp.sys.mac.hardware
A2267	comp.sys.mac.hardware
A2268	comp.sys.mac.hardware
A2269	comp.sys.mac.hardware
A227	alt.atheism
A2270	comp.sys.mac.hardware
A2271	comp.sys.mac.hardware
A2272	comp.sys.mac.hardware
A2273	comp.sys.mac.hardware
A2274	comp.sys.mac.hardware
A2275	comp.sys.mac.hardware
A2276	comp.sys.mac.hardware
A2277	comp.sys.mac.hardware
A2278	comp.sys.mac.hardware
A2279	comp.sys.mac.hardware
A228	alt.atheism
A2280	comp.sys.mac.hardware
A2281	comp.sys.mac.hardware
A2282	comp.sys.mac.hardware
A2283	comp.sys.mac.hardware
A2284	comp.sys.mac.hardware
A2285	comp.sys.mac.hardware
A2286	comp.sys.mac.hardware
A2287	comp.sys.mac.hardware
A2288	comp.sys.mac.hardware
A2289	comp.sys.mac.hardware
A229	alt.atheism
A2290	comp.sys.mac.hardware
A2291	comp.sys.mac.hardware
A2292	comp.sys.mac.hardware
A2293	comp.sys.mac.hardware
A2294	comp.sys.mac.hardware
A2295	comp.sys.mac.hardware
A2296	comp.sys.mac.hardware
A2297	comp.sys.mac.hardware
A2298	comp.sys.mac.hardware
A2299	comp.sys.mac.hardware
A23	alt.atheism
A230	alt.atheism
A2300	comp.sys.mac.hardware
A2301	comp.sys.mac.hardware
A2302	comp.sys.mac.hardware
A2303	comp.sys.mac.hardware
A2304	comp.sys.mac.hardware
A2305	comp.sys.mac.hardware
A2306	comp.sys.mac.hardware
A2307	comp.sys.mac.hardware
A2308	comp.sys.mac.hardware
A2309	comp.sys.mac.hardware
A231	alt.atheism
A2310	comp.sys.mac.hardware
A2311	comp.sys.mac.hardware
A2312	comp.sys.mac.hardware
A2313	comp.sys.mac.hardware
A2314	comp.sys.mac.hardware
A2315	comp.sys.mac.hardware
A2316	comp.sys.mac.hardware
A2317	comp.sys.mac.hardware
A2318	comp.sys.mac.hardware
A2319	comp.sys.mac.hardware
A232	alt.atheism
A2320	comp.sys.mac.hardware
A2321	comp.sys.mac.hardware
A2322	comp.sys.mac.hardware
A2323	comp.sys.mac.hardware
A2324	comp.sys.mac.hardware
A2325	comp.sys.mac.hardware
A2326	comp.sys.mac.hardware
A2327	comp.sys.mac.hardware
A2328	comp.sys.mac.hardware
A2329	comp.sys.mac.hardware
A233	alt.atheism
A2330	comp.sys.mac.hardware
A2331	comp.sys.mac.hardware
A2332	comp.sys.mac.hardware
A2333	comp.sys.mac.hardware
A2334	comp.sys.mac.hardware
A2335	comp.sys.mac.hardware
A2336	comp.sys.mac.hardware
A2337	comp.sys.mac.hardware
A2338	comp.sys.mac.hardware
A2339	comp.sys.mac.hardware
A234	alt.atheism
A2340	comp.sys.mac.hardware
A2341	comp.sys.mac.hardware
A2342	comp.sys.mac.hardware
A2343	comp.sys.mac.hardware
A2344	comp.sys.mac.hardware
A2345	comp.sys.mac.hardware
A2346	comp.sys.mac.hardware
A2347	comp.sys.mac.hardware
A2348	comp.sys.mac.hardware
A2349	comp.sys.mac.hardware
A235	alt.atheism
A2350	comp.sys.mac.hardware
A2351	comp.sys.mac.hardware
A2352	comp.sys.mac.hardware
A2353	comp.sys.mac.hardware
A2354	comp.sys.mac.hardware
A2355	comp.sys.mac.hardware
A2356	comp.sys.mac.hardware
A2357	comp.sys.mac.hardware
A2358	comp.sys.mac.hardware
A2359	comp.sys.mac.hardware
A236	alt.atheism
A2360	comp.sys.mac.hardware
A2361	comp.sys.mac.hardware
A2362	comp.sys.mac.hardware
A2363	comp.sys.mac.hardware
A2364	comp.sys.mac.hardware
A2365	comp.sys.mac.hardware
A2366	comp.sys.mac.hardware
A2367	comp.sys.mac.hardware
A2368	comp.sys.mac.hardware
A2369	comp.sys.mac.hardware
A237	alt.atheism
A2370	comp.sys.mac.hardware
A2371	comp.sys.mac.hardware
A2372	comp.sys.mac.hardware
A2373	comp.sys.mac.hardware
A2374	comp.sys.mac.hardware
A2375	comp.sys.mac.hardware
A2376	comp.sys.mac.hardware
A2377	comp.sys.mac.hardware
A2378	comp.sys.mac.hardware
A2379	comp.sys.mac.hardware
A238	alt.atheism
A2380	comp.sys.mac.hardware
A2381	comp.sys.mac.hardware
A2382	comp.sys.mac.hardware
A2383	comp.sys.mac.hardware
A2384	comp.sys.mac.hardware
A2385	comp.sys.mac.hardware
A2386	comp.sys.mac.hardware
A2387	comp.sys.mac.hardware
A2388	comp.sys.mac.hardware
A2389	comp.sys.mac.hardware
A239	alt.atheism
A2390	comp.sys.mac.hardware
A2391	comp.sys.mac.hardware
A2392	comp.sys.mac.hardware
A2393	comp.sys.mac.hardware
A2394	comp.sys.mac.hardware
A2395	comp.sys.mac.hardware
A2396	comp.sys.mac.hardware
A2397	comp.sys.mac.hardware
A2398	comp.sys.mac.hardware
A2399	comp.sys.mac.hardware
A24	alt.atheism
A240	alt.atheism
A2400	comp.sys.mac.hardware
A2401	comp.sys.mac.hardware
A2402	comp.sys.mac.hardware
A2403	comp.sys.mac.hardware
A2404	comp.sys.mac.hardware
A2405	comp.sys.mac.hardware
A2406	comp.sys.mac.hardware
A2407	comp.sys.mac.hardware
A2408	comp.sys.mac.hardware
A2409	comp.sys.mac.hardware
A241	alt.atheism
A2410	comp.sys.mac.hardware
A2411	comp.sys.mac.hardware
A2412	comp.sys.mac.hardware
A2413	comp.sys.mac.hardware
A2414	comp.sys.mac.hardware
A2415	comp.sys.mac.hardware
A2416	comp.sys.mac.hardware
A2417	comp.sys.mac.hardware
A2418	comp.sys.mac.hardware
A2419	comp.sys.mac.hardware
A242	alt.atheism
A2420	comp.sys.mac.hardware
A2421	comp.sys.mac.hardware
A2422	comp.sys.mac.hardware
A2423	comp.sys.mac.hardware
A2424	comp.sys.mac.hardware
A2425	comp.sys.mac.hardware
A2426	comp.sys.mac.hardware
A2427	comp.sys.mac.hardware
A2428	comp.sys.mac.hardware
A2429	comp.sys.mac.hardware
A243	alt.atheism
A2430	comp.sys.mac.hardware
A2431	comp.sys.mac.hardware
A2432	comp.sys.mac.hardware
A2433	comp.sys.mac.hardware
A2434	comp.sys.mac.hardware
A2435	comp.sys.mac.hardware
A2436	comp.sys.mac.hardware
A2437	comp.sys.mac.hardware
A2438	comp.sys.mac.hardware
A2439	comp.sys.mac.hardware
A244	alt.atheism
A2440	comp.sys.mac.hardware
A2441	comp.sys.mac.hardware
A2442	comp.sys.mac.hardware
A2443	comp.sys.mac.hardware
A2444	comp.sys.mac.hardware
A2445	comp.sys.mac.hardware
A2446	comp.sys.mac.hardware
A2447	comp.sys.mac.hardware
A2448	comp.sys.mac.hardware
A2449	comp.sys.mac.hardware
A245	alt.atheism
A2450	comp.sys.mac.hardware
A2451	comp.sys.mac.hardware
A2452	comp.sys.mac.hardware
A2453	comp.sys.mac.hardware
A2454	comp.sys.mac.hardware
A2455	comp.sys.mac.hardware
A2456	comp.sys.mac.hardware
A2457	comp.sys.mac.hardware
A2458	comp.sys.mac.hardware
A2459	comp.sys.mac.hardware
A246	alt.atheism
